,categories,location,name,rating,review_count,snippet_text,yelp_id
630,"[Category(name='Pizza', alias='pizza'), Category(name='Beer Bar', alias='beerbar'), Category(name='Sandwiches', alias='sandwiches')]","(40.8570368395727, -73.9326838309927)",Bodega Pizza,4.5,26,"They're doing it right. 

I walked in to check it out this week just as they had closed the kitchen, but the owner or manager was sitting there and told me...",bodega-pizza-new-york
631,"[Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Wine Bars', alias='wine_bars')]","(40.7262951085247, -74.0058930486849)",Barrel Room,4.0,48,The Barrel is a great place to stop in before your show at City Winery. Risotto balls were mediocre but burrata is to die for. @ city winery love the...,barrel-room-new-york
632,"[Category(name='Lounges', alias='lounges'), Category(name='Dive Bars', alias='divebars'), Category(name='Piano Bars', alias='pianobars')]","(40.7658, -73.9877)",Bar Nine,3.5,206,"Great Dualing Pianos show.
Been there twice and looking forward to going again.
Greg is the host for the shows and he does a great job.
Highly recommend.",bar-nine-new-york-2
633,"[Category(name='Pubs', alias='pubs'), Category(name='British', alias='british')]","(40.7435888, -73.9844841)",The Churchill Tavern,3.5,148,Came here on a Friday night and easily got a table for 6. It's pretty noisy but it's got this dark ambiance going on. I noticed a lot of people were just...,the-churchill-tavern-new-york
634,"[Category(name='Gastropubs', alias='gastropubs')]","(40.7664356, -73.986764)",Bar Bacon,4.0,640,"OMG really I yelped places in NYC when I was out visiting a friend and Bar Bacon popped up!! Wow a bar dedicated to bacon, sign me up please!!! 
My BF and I...",bar-bacon-new-york-2
635,"[Category(name='American (New)', alias='newamerican')]","(40.7264594, -73.986646)",The Eddy,4.5,258,What an absolute pleasure. A bit of a splurge but if you work hard for your money then look no further for an opportunity to treat yourself. My girlfriend...,the-eddy-new-york
636,"[Category(name='Burgers', alias='burgers'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Irish Pub', alias='irish_pubs')]","(40.7714165, -73.9594034)",McKeown's,3.5,70,Love this place! Staff is always great when I come in. Everything is really reasonably priced and the food rocks. Get the buffalo chicken wrap... Amazing!...,mckeowns-new-york
637,"[Category(name='Pubs', alias='pubs'), Category(name='Sports Bars', alias='sportsbars')]","(40.7815894268478, -73.9484703540802)",Reif's Tavern,4.0,37,"Great neighborhood dive to grab a drink with no frills.  Laid back but very attentive bartenders, a nice juke box with great bose speakers and a nice backyard.",reifs-tavern-new-york
638,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]","(40.7459087, -73.9937093)",Crompton Ale House,3.5,80,"Lots of deals: 

- Burger and Beer $12 at Bar only Mon-Friday 11am to 4pm 
- $10.50 entrees specials Mon-Friday 
- Happy Hour Mon -Friday 4pm-7pm",crompton-ale-house-new-york
639,"[Category(name='American (New)', alias='newamerican'), Category(name='Pubs', alias='pubs')]","(40.7153977453709, -74.0073542296886)",Church Publick,3.5,107,"Me and my friend were still full from the lunch we had early so we stopped this bar to drink and have some snacks. 

We ordered a bottle of Coppola white...",church-publick-new-york
640,"[Category(name='Bars', alias='bars')]","(40.7274271, -73.9864314)",Big Bar,4.0,89,"I've only been once, but Big Bar has already earned a place in my heart. Despite the name, it's a small, darkly lit bar. The ambience is intimate, perhaps...",big-bar-new-york
641,"[Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7657791555239, -73.978731828207)",Red 58,3.5,78,"Once more unto the breach, dear friends...

So a little less than a year after my previous poor experience with Red 58 I took my own advice and did what we...",red-58-new-york
642,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Burgers', alias='burgers')]","(40.8572664856911, -73.9324099570513)",Locksmith Burger Bar,4.0,219,Came here a wednesday night before my trip to DR to meet a friend and have a drink and our bartender Edwin did great man. He knew the story of the place and...,locksmith-burger-bar-new-york
643,"[Category(name='Sports Bars', alias='sportsbars')]","(40.777278, -73.94873)",East End Bar & Grill,3.5,111,Most underrated bar food in the entire city. I consider myself a foodie and every time I go here I'm reminded of how awesome the food is. Beer is well...,east-end-bar-and-grill-new-york-2
644,"[Category(name='Russian', alias='russian'), Category(name='Lounges', alias='lounges')]","(40.73333, -74.00013)",Onegin,4.0,240,"Very nice place. Have been coming for special occasions from New Jersey and whenever in the city. Always great food,",onegin-new-york-4
645,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Gastropubs', alias='gastropubs')]","(40.750331, -73.978416)",Park Avenue Tavern,4.0,407,"First off, the environment is both classy and bar-like. What I mean is, you can walk in wearing shorts and a t-shirt and feel just as welcome as if your...",park-avenue-tavern-new-york
646,"[Category(name='Sports Bars', alias='sportsbars')]","(40.7355003356934, -73.9857711791992)",Triona's On Third,4.0,62,"I have been in town for a week, and this was right near my hotel. I don't know what it says about me, but the staff here knew my ""usual order"" pretty...",trionas-on-third-new-york
647,"[Category(name='Beer Bar', alias='beerbar')]","(40.75547, -73.99176)",Rattle N Hum West,4.0,29,"I was meeting up with some friends at a bar across the street, but that bar had a private event, so we moved to Rattle n Hum West. I used to go to their...",rattle-n-hum-west-new-york
648,"[Category(name='Bars', alias='bars'), Category(name='Belgian', alias='belgian')]","(40.7436921, -73.9882601)",Belgian Beer Cafe,3.5,211,Really beautiful setting for the restaurant and bar with huge glass windows on a corner of 5th Avenue.  I was only there for drinks and there were a good...,belgian-beer-cafe-new-york-3
649,"[Category(name='American (New)', alias='newamerican'), Category(name='Seafood', alias='seafood'), Category(name='Bars', alias='bars')]","(40.7206459, -73.9945908)",Ken & Cook,4.0,350,"Nice environment 
100% friendly service 
The food is good and good spot for brunch in NYC",ken-and-cook-new-york
650,"[Category(name='Wine Bars', alias='wine_bars')]","(40.7281543, -74.0019218)",Bar Veloce - Greenwich Village,4.0,50,"As I emerged from the Spring St. subway station on a sunny but windy afternoon, I thought to myself, ""What am I going to do?""  I was 45 minutes early for my...",bar-veloce-greenwich-village-new-york
651,"[Category(name='Dive Bars', alias='divebars')]","(40.724807, -73.983703)",Sophie's,3.5,101,"Sophie's is a chill place for a night out.

Drinks are cheap! Big bonus. A group of 4 of us ordered a round for less than $20. 

There are a few tables to...",sophies-new-york
652,"[Category(name='French', alias='french'), Category(name='Bars', alias='bars')]","(40.7350747572983, -73.9931811690485)",Le Midi,3.5,228,Placed an order with the (awful) MunchAdo for their really excellent grilled octopus for $15+tax. Friendly staffer upon arrival and a larger weekday lunch...,le-midi-bar-and-restaurant-new-york-2
653,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.781386, -73.981336)",Beacon Bar,3.5,31,"Cool vibe, nice decor, friendly bartenders with generous pouring skills, and tasty cocktails at reasonable prices make this a new go-to spot in this...",beacon-bar-manhattan
654,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.756157, -73.967239)","Atwood, Kitchen & Bar Room",3.5,102,Atwood was amazing for brunch.  I came here with a friend and it took us forever to decide what to order because everything sounded delicious.  We ended up...,atwood-kitchen-and-bar-room-new-york-2
655,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Restaurants', alias='restaurants')]","(40.778568, -73.948554)",Room 1705,4.5,15,"Tried this place out for a first date spot, and it was absolutely perfect. It had a varied wine list, and had the added bonus of finding out that bottles...",room-1705-new-york
656,"[Category(name='American (New)', alias='newamerican'), Category(name='Wine Bars', alias='wine_bars')]","(40.7802514169278, -73.9549089244757)",Bocado Cafe,3.5,287,"Lunch for two: 
entree #1 - Crispy chicken sandwich with avocado and bacon served with french fries.   Sandwich was delicious and not greasy at all....",bocado-cafe-new-york
657,"[Category(name='Latin American', alias='latin'), Category(name='Lounges', alias='lounges')]","(40.8548118, -73.9371565)",Monkey Room,3.5,67,"I been a fan of this place for years! I go elsewhere and I'm never as happy as when I come here. The food is great, the waiter is amaZing and always caters...",monkey-room-new-york
658,"[Category(name='American (New)', alias='newamerican'), Category(name='Irish Pub', alias='irish_pubs')]","(40.708865, -74.01117)",Trinity Place,4.0,211,"Came for a brunch party.  Such a financial district hidden gem. 

Bartenders are good and the decor is great, I would come here for after work drinks for sure.",trinity-place-new-york-3
659,"[Category(name='Lounges', alias='lounges')]","(40.7152904, -73.998761)",Bar On,3.5,15,"I've had way too many drunken nights here with friends. This place is one of the cleanest KTV bars in Chinatown. It may have a very shady store front, but...",bar-on-new-york
660,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Bars', alias='bars')]","(40.737594, -73.989166)",Old Town Bar & Restaurant,3.5,298,"Food was pretty good, service was fine, bathrooms clean.

Started feeling sick, almost ready to vomit, managed to finish off my meal but not my beer.

As...",old-town-bar-and-restaurant-new-york
661,"[Category(name='Lounges', alias='lounges'), Category(name='Mediterranean', alias='mediterranean'), Category(name='Turkish', alias='turkish')]","(40.721523, -74.001426)",Antique Garage,3.5,247,"Stopped in randomly on a Saturday afternoon for a drink and quick snack. Really chill atmosphere and vibe. They had a jazz band playing, which was a nice...",antique-garage-new-york
662,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7817802429199, -73.9484786987305)",Manny's on Second,4.0,187,"This place has survived the 2nd ave construction.   Their pretzel bun burger is the best! 

Delivery is super fast.  Burgers are still warm and the fries...",mannys-on-second-new-york
663,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Italian', alias='italian')]","(40.7288766399798, -74.0034306011874)",Cotenna,4.0,157,"Awesome place for pasta! Boyfriend call it ""the hidden gem of the village"" because it's so small. The space is a little tight but the brick walls and dim...",cotenna-new-york
664,"[Category(name='Burgers', alias='burgers'), Category(name='Bars', alias='bars'), Category(name='Beer Gardens', alias='beergardens')]","(40.768354, -73.984659)",Hudson Common,3.5,132,"Cool upscale bar in the Hudson Hotel.

They often have a DJ spinning music while a few TV's showcase the biggest sporting events.

Lights dangle from the...",hudson-common-new-york
665,"[Category(name='French', alias='french')]","(40.736389, -73.997146)",Bar Six,4.0,166,"I recently discovered Bar Six, and I think it's going to become one of my new places for coffee and reading, a date or conversation. It's a classic French...",bar-six-new-york
666,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='American (Traditional)', alias='tradamerican')]","(40.733215, -73.993751)",Reservoir Bar,3.5,198,"Solid little dive bar in area with basically no others.  Friendly staff, cold beer, affordable drinks,  open late, greasy food, games on the TVs - simple...",reservoir-bar-new-york
